,PC_0,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,PC_13,PC_14,PC_15,PC_16,PC_17,PC_18,PC_19
labvalues_white_blood_cells_first,0.06380468988133148,-0.027768660688249864,0.011283291960681969,-0.003998441098204415,-0.020356483809944797,0.008709045733155061,0.0015980007733265432,-0.01861763494317126,-0.03611091281601899,0.011690159699721278,0.022084450871617506,-0.059721249497627256,-0.0011123999317799913,0.02005243389993517,-0.04875940750049274,-0.02008789429743891,-0.032541492955645686,-0.03411264140646775,-0.022703306125373152,-0.017715596919277772
labvalues_white_blood_cells_rate_change,0.004733300649681351,0.01504452771414132,-0.024671183611857286,0.33706517836941235,-0.005657084729232791,0.01619328839953956,0.00015018734622944255,-0.0012033875225395336,-0.012161394810288538,-0.08676491930318994,0.01372703334982119,0.003091166362246196,-0.03049140202236729,-0.004334836592331025,-0.023837618518400928,-0.054838661531603695,0.0020120815722408834,0.0010412540427102708,-0.0016657295555697713,0.0008142017858665323
labvalues_ph_first,-0.014016524110516444,-0.013019712304718331,-0.0017278861688163152,0.0013423485370573367,0.0027690956619643562,-0.014024278286382488,0.014385944977573777,0.009543733523079438,-0.025657407439452735,-0.005709686408655797,-0.03222159552122912,0.025020881460733304,-0.008318666412406233,0.01439350050004115,-0.01989435026620261,0.027839846062116275,0.06562979177076335,-0.011956323810964493,0.05828724929785355,-0.05130667430478085
labvalues_ph_rate_change,-0.001383772423092823,0.0026180096702898997,0.0009053095896028408,1.9817020919074382e-05,0.0002643758958212192,-0.0007839804047878117,-0.0025602627568224066,-0.006817599538184368,0.0018262692140895021,0.0013653123313251854,0.0022868526473519544,-0.002199044881294185,-0.0025015676317522075,0.004495613991763195,-0.0014356714859642234,-0.012737056198090756,0.013072936081599639,-0.005984571305091112,-0.01829943443564592,-0.014402440180361261
deterioration_severe_hypoxemia,0.01808443372380902,-0.003948978987454264,0.0099253207764317,-4.3476044721916486e-05,0.002188347418580439,0.007056165346580248,-0.0024128777078025717,-0.009213762219503652,-0.016128403271907156,0.002492475897122463,0.032295678969575844,0.006691273283607111,0.003556490787852745,0.002368043886821115,-0.0020508476727392998,0.0380756638268121,0.0274634616229679,-0.015357410020504517,-0.032263643008427184,0.006271072922261391
deterioration_ecmo,0.009408829333940232,0.0013960319719537994,0.011142894734403734,-0.0007274652011625554,-0.006306979260393727,0.0015964808771181751,0.0062364716305941875,-0.003775387919198675,-0.04424572068751405,0.0052919252198473515,0.04928713638171115,-3.89175086960749e-05,0.021877988074330237,0.0103873040581429,-0.04832162876169819,-0.011182265441808809,0.050980848467801515,0.02714546662386241,-0.038911947608564354,-0.021699716570905036
deterioration_vasopressors,0.0649812003124358,0.005114143589846581,0.021799065311844966,0.004096749271027142,-0.033859119972054576,-0.0017628838671124268,0.0162438281927415,-0.001617264351120759,-0.0883613246368715,0.0032500851329984454,0.10912342067280088,-0.04652505738884628,0.017597181798083564,-0.024592969224655405,-0.099289257347972,0.07159360787191686,0.01463611221213544,0.014511215788687092,-0.04788679719190426,-0.04935299377841263
deterioration_inotropes,0.032834232770218345,0.007382229307791889,0.02706594706818785,-0.0006208376708518133,-0.022245250208884623,0.010369903318650732,0.014397103821750863,-0.00033229593891587124,-0.07332865715243729,0.0021706773859046014,0.09262255820300305,-0.04884205744782133,0.018485458810933584,-0.029536720678916162,-0.10122121998544689,0.050389764703732506,-0.015140233754639108,0.003932565903168369,-0.048337688454462895,-0.060535956455379465
deterioration_mechanical_ventilation,0.09223428644457043,-0.014399067169329597,0.06990426361310853,0.0076919580875251066,-0.06884951241776775,-0.019995103952503965,0.04143012883402852,0.00140047121111399,-0.15313567783396578,0.006037278558509759,0.1521653984865124,-0.045809475420203506,0.018817707084268553,-0.003821966346293795,-0.11793506139716466,0.09357617358501572,0.0919354171749839,0.04158102595190748,-0.035649519759121805,-0.008323300178351735
deterioration_cardiac_arrest,0.032652773251502114,0.00248887039857312,0.05078157677125636,-0.004209691674622676,-0.050425106833491114,-0.015381709349634573,0.04391934621606641,0.016381663467740955,-0.07411819421302802,0.01246283910515198,0.12218346005951818,-0.035494189981145056,0.022249449305462903,-0.02672311329644436,-0.11677048004976646,0.013738456330151512,0.0058847630346484155,0.06784248164331246,0.0034307114904363607,-0.04111364583417311
deterioration_icu_24h,0.1525266872563502,-0.026262517140987793,0.07652362742041402,0.005154347991278487,-0.05138735492703814,-0.0021281831810223348,-0.011924052769956603,-0.06348536026320263,-0.20253939521370173,0.01664646504539939,0.17067548125431492,-0.08070820697949635,0.017047038263888706,0.051615672169886155,-0.08943444802646447,0.12970288370490096,0.19244644468397606,-0.025523816189978805,-0.12365812763201006,0.029470630964579626
deterioration_icu_stay,0.16057783347606452,-0.024645943238075514,0.08912216270183125,0.005549106764026048,-0.05127684840439686,-0.007180473852612853,-0.006952896521333999,-0.06287163425995716,-0.19458488729993098,0.017436501370975757,0.1715792412153673,-0.07570496493614291,0.01611460663779463,0.05364702818160213,-0.07719229045267231,0.12757082857717894,0.195744365877163,-0.02943553670602973,-0.13651941399521308,0.03891927920550586
deterioration_mortality_1d,0.06624939802640507,-0.0007757353333239388,0.08627377514831004,-0.0006482716491616131,-0.07179417326766606,-0.034235219082936946,0.09569819881787774,0.07055442256026392,-0.030107160746497292,0.014225621753612229,0.0782789320088733,0.024411652809501676,-0.012109853823799817,-0.057962378267657856,-0.12361031457530464,0.0009368811429659724,-0.00012953514656216208,0.05664329236948836,0.07676236116008311,-0.012851645329422337
deterioration_mortality_7d,0.09986866337401622,-0.0009624463982978917,0.12389648766407024,0.004375945916148179,-0.09680008181393823,-0.05146897956611679,0.13447992631963998,0.1011868028156788,-0.015805858818966293,0.013792847169123547,0.06981982030973582,0.05907543353638774,-0.021815565004325518,-0.058157200688627876,-0.10493269236180254,0.00837933430047746,-0.01711863197112693,0.04758150476958645,0.07268207851804612,-0.0027965471740839776
deterioration_mortality_28d,0.13221084742321648,0.004128749482791219,0.15429097943737424,0.006497075490197699,-0.11183498572208739,-0.07967765232742839,0.1689029313269154,0.11981723154021673,0.024962350273864387,0.006061969307017057,0.028496135853128886,0.09698142914158851,-0.02092993228875632,-0.04718140568021107,-0.05044396056657637,-0.003243054524031944,-0.040745355011171824,0.024423211733925414,0.06409430073986114,0.014686686101794393
deterioration_mortality_90d,0.1465842367779798,0.012054212757471336,0.16299359657228005,0.00946379988715182,-0.10483717160633246,-0.09354473233630965,0.16445508610641763,0.10987064155429671,0.07273374327971406,-0.003040914681686909,-0.028629772694572394,0.11460866635982433,-0.027204827390998963,-0.03090540626339127,0.018979612667191125,-0.020032784655031447,-0.046286506991074026,-0.01416723399208115,0.020951009745800584,0.02899458943456746
deterioration_mortality_180d,0.15215769802592846,0.017152818879482556,0.16792790249378697,0.011122660317076196,-0.09445620084233392,-0.10018168540507368,0.15318442519822908,0.10086403240504829,0.09607387694028847,-0.005991902084043749,-0.0568579032930523,0.12519060902322837,-0.025719062857510685,-0.023141806933003647,0.05348534066898176,-0.03128360735546581,-0.04803176622646121,-0.03505174799596673,-0.0017100199650149238,0.035201436177334296
deterioration_mortality_365d,0.15614351727155476,0.021595103208478388,0.17039979169633232,0.011753908949747134,-0.07458091886868219,-0.10216925136127236,0.12936979304313367,0.0803344718625237,0.10935540411523978,-0.007215889943747099,-0.074741552930689,0.13564748714299454,-0.025870786711644108,-0.017670754482849122,0.07899270640998622,-0.03885367686499635,-0.047188563213000065,-0.04988126953791056,-0.02067121463694381,0.0453292407497695
deterioration_mortality_stay,0.023592790303021905,-5.805589839389644e-05,0.032600430042728605,0.0006516787130546702,-0.02915326775532039,-0.01860514273201513,0.03917924348689484,0.024808687470346105,-0.017912774185596406,0.0037065218258145027,0.03129540442713844,0.007527265487026727,-0.027441111666882945,-0.03493642884041061,-0.056265111779876,0.034092791634024566,0.011541142293027417,0.0025672363222494967,0.04929928323140514,0.013336768512140966
admit,0.10826539666017802,-0.0013030611007535337,0.06780553979418731,0.0037758738321474325,0.04598224779176251,-0.010772557411498147,-0.043151015618991755,-0.07125379953173266,-0.03883214271884111,0.005493189863524876,0.013979968496825475,0.009451485929655648,-0.017885751397730784,0.048631505048065876,0.016700859865982506,-0.011333513279184504,0.002530353594717751,-0.0030155512993665433,-0.07485953538758906,0.04336028836983586
mortality_any,0.14949401772282395,0.030568534313011538,0.15766993683249458,0.007783721074055503,0.020237546304360875,-0.09037878350997099,-0.05352163367503934,-0.0837213360930193,0.1225601931354356,0.00845073454614555,0.0962896375616457,0.29010546298078366,-0.04214972132513233,-0.06369415355285492,0.05776816768623188,-0.04229499173902736,-0.051577344742683946,-0.0328248476877446,0.05025571933370385,0.03273081206125089
mortality_28d,0.13479187801246661,0.0047517281774004105,0.15503524035702385,0.0053998235028797845,-0.11341135614156914,-0.07539802955487891,0.16625160866561867,0.11572093463051522,0.01686864575412953,0.0072568432490658225,0.03479752298522599,0.08567230256238736,-0.017660037058082667,-0.04846704709767847,-0.05771148016918132,-0.0030178772750957647,-0.04466694535631748,0.028945015003379804,0.06357933095639194,0.006889358269530253
mortality_365d,0.15854013449853707,0.021876541740379268,0.1719586530463409,0.011136061508214775,-0.07662689666286147,-0.10018029323919372,0.12943603213250576,0.07917131610109883,0.10432084059914067,-0.006389572839059678,-0.0701975715582588,0.12961897904600936,-0.024111156691126703,-0.01898239936524558,0.07354494344106781,-0.03851967593431564,-0.04974471405345665,-0.046587407613207885,-0.019912068732224026,0.04073066552218477
mortality_gt365d,0.02876459226364751,0.018080381935018684,0.024843657404533353,-0.0018365085370460642,0.11739976936784843,-0.01237655362001878,-0.22575926711696695,-0.210466080963303,0.05327016174403831,0.019390543764862628,0.21792396302661357,0.26184419772234646,-0.031935275500111396,-0.06845473486176566,-0.003096025261552455,-0.015468381662016816,-0.015656379188288185,0.007311238925740819,0.09438500052699783,-0.0006674803839644721
clinical_deterioration_any,0.16213195130785896,-0.02445405300055398,0.09124481172850583,0.005063593200280643,-0.052398278795886905,-0.006318018709396983,-0.004987139099579972,-0.06216747049528952,-0.1976393130421883,0.01697497450676065,0.178201891293955,-0.07449639942245595,0.018196103146356897,0.05087502259701531,-0.08252474933131315,0.1302847823901591,0.19409310699728266,-0.028111300575853114,-0.13852544082500168,0.03571686278918642
death_or_deterioration_any,0.1762872313339863,0.01136565376018415,0.14674630535378683,0.007403436663380226,0.010690484767247046,-0.061758601636240515,-0.07055426017440825,-0.12113471890548518,-0.003779863168731913,0.015692709709683957,0.16101068996263976,0.18362878645587033,-0.028536600025037825,-0.006161023288917495,0.013315636937151902,0.033462792842358674,0.06598596499576581,-0.0427548831591046,-0.04043676313053874,0.04285813632582062
month_time,-0.00015378696687546377,5.556245166885316e-06,0.0013599588910583158,0.00027989395240247175,-8.602567832013221e-06,-5.3809091471709574e-05,-0.002559992292261565,0.0062696880369758285,-0.0002276083630135252,-0.004471074295623016,0.0003889908510429828,-0.005979457254469578,0.0011204580823795161,0.0011505517271734305,0.0006380032047088719,-0.000654799139631412,0.009361582108032751,-0.00568600805034633,0.011391797329072337,0.0033908553460089423
tod_time,-0.002466909334376069,-0.004480801593493751,-0.0056157881681048166,0.0017787547078688822,0.006292821677942198,-0.02153847590253476,0.007345333261593852,0.016065274364757465,0.04452505019232629,-0.004431034788984066,0.005340905017496487,-0.003824408821533968,-0.005438805274877121,0.02154364617217509,0.011550276092468302,0.0067565162886127315,-0.014072667551383408,-0.009109180975521205,-0.021940871593328897,0.028013191772529103
